year,region,crop_type,rainfall_mm,temperature_celsius,fertilizer_kg_per_ha,pesticide_kg_per_ha,farm_size_ha,soil_type,elevation_m,irrigation,yield_kg_per_ha
2000,Rift Valley,Maize,861.1,18.9,41.8,2.88,1.24,loam,2410,1,2299.0
2000,North Eastern,Sorghum,232.5,29.5,41.6,0.0,1.86,sandy,589,1,605.3
2007,Nyanza,Tea,1427.6,24.0,90.6,1.01,0.62,clay,1593,0,4086.4
2016,North Eastern,Maize,122.9,31.4,61.0,2.38,4.58,sandy,255,0,294.9
2017,Coast,Tea,1060.7,31.3,25.3,5.23,2.32,sandy,456,0,594.5
2012,Eastern,Maize,401.0,21.0,12.2,0.1,0.58,clay,991,0,854.8
2004,Coast,Coffee,804.4,27.8,69.6,3.26,0.43,loam,318,0,299.0
2014,North Eastern,Tea,184.6,28.8,32.6,0.0,0.68,clay,324,0,202.0
2009,Eastern,Wheat,577.7,25.4,74.1,1.34,0.55,sandy,807,0,553.5
2021,Coast,Sorghum,818.2,26.1,33.8,1.05,2.0,sandy,503,1,466.2
2021,Nyanza,Wheat,1684.0,23.1,48.4,1.8,1.04,loam,1406,0,1149.4
2016,Nyanza,Wheat,1141.3,21.8,65.9,1.34,1.47,loam,1110,0,1598.5
2000,Nyanza,Wheat,1497.8,20.5,58.5,2.22,0.94,clay,1344,1,1869.7
2022,Rift Valley,Beans,628.6,19.4,51.0,3.52,0.35,volcanic,2268,1,1368.1
2010,Eastern,Tea,857.7,27.9,63.1,2.04,1.59,sandy,1119,0,781.0
2009,North Eastern,Maize,285.7,29.7,60.7,0.54,0.27,sandy,227,0,305.4
2001,Nyanza,Coffee,1331.6,20.2,48.0,4.48,1.46,loam,1415,0,899.9
2008,Coast,Sorghum,955.1,25.3,39.8,2.01,1.3,loam,376,1,1173.8
2017,Central,Wheat,960.4,18.8,45.7,2.28,2.0,volcanic,1779,1,4591.7
2018,Western,Maize,1590.6,24.2,42.3,2.73,1.05,loam,1519,0,1524.5
2022,Nyanza,Wheat,1774.9,20.3,33.0,1.34,1.76,clay,1458,0,1022.5
2014,Rift Valley,Beans,991.7,20.8,46.7,1.93,1.99,volcanic,2659,1,1479.7
2002,Rift Valley,Tea,646.7,21.3,0.0,3.75,2.6,volcanic,1917,1,8693.4
2010,Rift Valley,Coffee,1065.6,20.6,42.0,5.77,0.99,volcanic,1630,1,1450.5
2019,Rift Valley,Beans,701.2,19.8,22.9,2.65,0.56,volcanic,1560,1,1078.6
2012,Western,Maize,1482.5,22.5,31.3,2.4,5.87,loam,1783,0,1625.5
2005,Western,Wheat,1680.8,21.5,34.2,0.16,2.5,loam,1978,0,1077.7
2012,Central,Wheat,1239.8,15.8,41.4,1.92,1.46,volcanic,1837,1,3553.5
2007,Western,Tea,1449.7,24.3,6.7,0.26,1.49,clay,1938,1,4496.8
2019,Nyanza,Sorghum,1276.3,21.5,7.5,5.53,3.24,clay,1644,0,512.6
2001,Central,Sorghum,796.5,11.3,56.3,2.69,1.15,volcanic,1686,1,617.8
2001,North Eastern,Coffee,190.6,34.6,21.4,4.37,1.73,clay,210,0,100.0
2003,Eastern,Tea,601.9,25.5,81.3,2.74,2.4,sandy,1055,0,1214.3
2005,Western,Maize,1463.9,22.2,17.0,3.06,0.89,clay,1548,0,1317.7
2015,Eastern,Tea,493.6,22.3,30.2,0.0,1.79,sandy,1065,0,1026.2
2020,Western,Coffee,1557.9,23.2,15.8,3.71,0.74,loam,1935,0,606.7
2006,North Eastern,Beans,265.1,25.2,85.5,0.65,0.66,sandy,242,0,176.1
2019,Coast,Wheat,1257.9,28.2,62.8,1.92,0.63,loam,327,0,681.7
2005,North Eastern,Tea,200.1,25.8,22.4,2.24,1.45,clay,198,0,312.3
2004,Rift Valley,Wheat,773.3,18.8,60.2,7.79,0.56,volcanic,1800,1,5818.1
2019,Eastern,Tea,654.3,20.6,37.8,1.29,1.03,clay,1297,0,1894.5
2016,Eastern,Sorghum,425.7,22.3,54.9,3.42,1.33,sandy,558,0,793.3
2021,Nyanza,Tea,925.3,24.6,12.4,1.85,1.13,clay,1626,1,3845.7
2009,Western,Wheat,1371.8,21.4,32.3,2.13,1.07,loam,1269,0,1444.3
2021,Eastern,Beans,176.1,26.0,17.7,0.93,2.18,clay,643,0,297.6
2003,Eastern,Wheat,671.2,21.5,31.5,1.82,0.38,sandy,505,0,670.5
2016,Western,Wheat,1718.3,20.6,35.2,3.2,1.94,clay,1379,1,1093.9
2002,Central,Coffee,1353.8,15.9,39.9,3.1,2.34,volcanic,2995,1,1084.0
2009,Eastern,Wheat,521.9,27.8,47.4,2.53,1.33,sandy,1154,1,533.8
2015,Rift Valley,Tea,878.2,19.1,43.2,4.54,1.14,volcanic,1893,1,12688.6
2010,Nyanza,Beans,1375.0,20.1,21.6,0.99,1.56,loam,1761,1,908.9
2011,Eastern,Sorghum,521.1,24.9,39.3,0.75,3.0,sandy,641,0,838.9
2016,Eastern,Tea,540.6,24.7,34.1,4.53,1.17,clay,615,0,1667.2
2007,Nyanza,Tea,1571.3,25.3,59.1,3.48,1.08,clay,1172,0,4323.2
2006,Coast,Maize,1364.5,31.8,8.2,1.2,3.84,loam,369,0,427.0
2018,Coast,Maize,1129.7,28.9,25.8,1.43,1.25,sandy,549,0,378.8
2012,Eastern,Beans,438.1,22.0,55.1,1.58,0.74,sandy,1268,0,334.7
2017,Coast,Tea,1436.6,26.8,36.3,5.76,3.71,loam,488,0,1139.7
2018,Western,Coffee,1580.4,21.0,30.4,2.55,1.46,clay,1443,0,576.1
2009,Rift Valley,Wheat,1174.1,20.4,45.7,1.02,0.75,volcanic,2062,1,3938.0
2007,North Eastern,Wheat,356.4,26.4,22.1,0.84,0.48,clay,272,0,372.4
2019,Western,Sorghum,1713.2,22.4,52.4,4.31,1.1,clay,1299,0,210.3
2013,Eastern,Wheat,729.5,22.2,37.3,2.52,0.78,sandy,1123,0,724.0
2013,Rift Valley,Tea,1015.5,18.7,68.1,1.77,2.63,loam,2541,1,11112.3
2001,North Eastern,Tea,191.9,32.2,60.1,2.54,0.74,clay,423,0,314.5
2002,Coast,Sorghum,1358.5,25.0,28.8,3.07,4.04,sandy,270,0,333.2
2013,North Eastern,Wheat,315.6,31.3,24.9,0.82,7.79,sandy,241,0,164.5
2020,Rift Valley,Wheat,782.8,19.7,65.1,1.83,0.83,loam,1763,1,2861.5
2014,Nyanza,Maize,1225.9,26.9,45.4,3.78,1.25,loam,1707,0,1475.2
2003,Central,Coffee,1183.5,19.3,47.2,4.5,0.83,volcanic,2226,1,1923.8
2016,Nyanza,Maize,1235.0,22.7,56.8,2.81,0.55,clay,1724,0,1495.0
2022,Western,Wheat,1503.1,23.4,26.2,0.38,0.54,loam,1402,0,860.7
2016,North Eastern,Tea,159.2,27.9,26.5,1.94,0.71,clay,182,0,238.4
2006,Nyanza,Tea,1768.6,27.4,66.7,1.34,0.83,clay,1674,0,3069.1
2019,Coast,Beans,1768.0,27.8,63.0,1.45,1.32,loam,476,0,322.5
2020,Rift Valley,Beans,1022.8,18.3,57.9,2.64,1.25,volcanic,2438,1,1296.0
2004,Eastern,Tea,510.7,17.0,74.7,0.89,1.7,clay,1180,0,2786.1
2019,Central,Coffee,719.3,19.8,53.4,0.25,0.48,volcanic,2260,1,1706.5
2022,Rift Valley,Coffee,840.5,21.8,37.0,2.69,1.2,volcanic,2408,1,1263.5
2003,North Eastern,Coffee,310.9,26.5,58.6,0.0,0.9,clay,434,0,139.7
2006,Eastern,Sorghum,442.5,26.4,50.6,3.79,1.24,clay,1284,0,1323.6
2020,Eastern,Sorghum,192.0,22.5,61.9,0.15,0.16,sandy,1197,1,900.5
2011,Nyanza,Tea,1298.3,23.7,37.5,3.19,0.95,clay,1443,1,5003.6
2022,North Eastern,Wheat,252.1,29.0,33.6,5.62,1.76,sandy,442,0,240.8
2007,Eastern,Beans,590.1,25.5,8.4,3.84,0.96,clay,583,0,383.8
2005,Rift Valley,Wheat,1079.7,21.2,29.7,3.52,3.57,volcanic,2753,1,4186.0
2016,Western,Beans,2135.9,21.5,42.9,0.46,1.65,loam,1446,0,316.5
2012,Central,Coffee,1532.6,18.1,69.0,2.88,0.75,loam,1998,1,1282.1
2018,Eastern,Coffee,604.7,22.0,14.3,4.71,1.9,sandy,1033,1,344.5
2002,Nyanza,Maize,918.6,23.3,47.6,4.8,3.38,clay,1229,0,1833.2
2020,Rift Valley,Maize,776.6,16.3,27.9,2.45,0.59,loam,2083,1,1497.0
2006,Western,Maize,1674.0,22.5,40.1,2.15,0.5,clay,1417,0,1276.3
2004,Rift Valley,Wheat,1014.3,15.8,25.0,3.38,2.24,loam,1553,1,2932.8
2009,Western,Coffee,1892.5,22.3,41.6,3.33,0.74,clay,1786,0,607.9
2013,Central,Wheat,1144.0,14.4,50.3,1.25,6.23,loam,2275,1,2852.4
2007,Nyanza,Beans,1665.1,22.7,17.5,5.0,1.14,loam,1336,0,595.0
2002,Central,Beans,1381.5,19.2,26.6,3.71,5.35,volcanic,2070,1,1155.5
2015,Rift Valley,Coffee,909.5,20.4,31.3,4.11,1.66,volcanic,1854,1,1329.9
2013,Western,Wheat,1551.1,19.9,51.4,2.0,0.94,clay,1604,0,1300.8
2022,North Eastern,Maize,144.7,27.1,95.1,2.04,2.25,clay,254,0,539.7
2004,North Eastern,Wheat,186.4,24.6,50.8,3.64,0.9,clay,558,1,476.3
2001,Central,Tea,1029.2,20.9,24.2,0.71,1.69,loam,2111,1,8722.0
2016,Central,Maize,1370.6,16.4,1.9,1.78,1.39,loam,2078,1,1289.1
2010,Coast,Wheat,781.1,27.2,25.8,3.53,0.81,sandy,300,1,436.8
2022,North Eastern,Beans,217.6,30.4,32.9,3.76,1.21,sandy,330,0,104.8
2014,Eastern,Maize,625.4,27.6,10.1,2.25,1.65,sandy,574,0,478.4
2005,Eastern,Maize,495.6,26.2,38.2,0.88,1.02,sandy,1012,0,585.2
2008,North Eastern,Beans,426.6,32.4,49.6,3.05,1.78,clay,190,0,115.8
2014,Nyanza,Maize,1265.6,20.6,0.0,2.15,1.48,loam,1474,0,1415.9
2004,Coast,Beans,1256.5,29.1,46.5,3.8,1.44,sandy,494,0,207.4
2012,Nyanza,Tea,1109.0,22.2,64.8,3.07,0.69,loam,1277,1,7470.7
2006,North Eastern,Sorghum,374.1,26.1,40.4,0.9,1.3,clay,551,0,973.9
2000,North Eastern,Sorghum,196.0,27.1,31.0,1.37,1.58,sandy,323,1,623.6
2021,Nyanza,Beans,1289.7,24.4,13.4,4.26,0.48,clay,1237,1,578.5
2014,North Eastern,Wheat,381.3,27.1,37.7,1.67,0.68,clay,154,0,402.8
2015,Eastern,Coffee,557.6,24.5,2.3,1.94,0.84,sandy,629,0,194.4
2017,Coast,Wheat,1201.3,30.1,58.8,2.4,0.56,loam,353,0,449.8
2005,Central,Wheat,1061.1,17.9,0.0,1.77,4.75,loam,2090,1,2907.4
2021,Rift Valley,Wheat,733.3,17.6,24.1,2.79,1.21,volcanic,2130,1,3746.7
2006,Nyanza,Beans,1839.3,25.4,49.8,2.93,0.58,loam,1367,1,609.7
2014,Central,Tea,1405.4,15.7,47.2,1.74,1.53,loam,1510,1,12578.9
2000,Eastern,Beans,646.4,28.0,43.9,3.56,1.27,sandy,734,0,290.6
2019,Central,Maize,1454.9,18.8,26.7,2.63,0.93,volcanic,1599,1,1642.4
2011,North Eastern,Wheat,326.3,34.2,27.4,2.65,1.71,clay,390,0,245.5
2014,Central,Maize,1187.1,10.3,44.9,2.05,0.68,loam,2109,1,873.3
2015,Rift Valley,Maize,954.5,19.8,63.8,1.27,2.9,volcanic,2735,1,2652.9
2005,Rift Valley,Beans,892.0,22.1,33.8,3.68,2.44,volcanic,2307,1,1299.3
2011,Rift Valley,Beans,701.4,17.9,35.1,0.81,0.96,loam,2218,1,893.7
2015,Rift Valley,Tea,933.4,21.9,27.8,2.66,2.28,volcanic,2292,1,8246.3
2023,Central,Tea,1366.1,15.3,41.4,1.78,1.89,loam,2622,1,11097.1
2021,North Eastern,Sorghum,364.7,29.1,42.2,4.95,0.65,clay,522,0,955.1
2019,Central,Sorghum,995.2,20.7,64.4,3.37,1.15,loam,2348,1,756.5
2022,Coast,Wheat,1144.3,28.4,24.2,3.21,5.04,sandy,65,0,340.5
2014,Central,Beans,1424.2,20.1,38.7,4.29,1.06,volcanic,1683,1,1440.4
2009,Eastern,Sorghum,560.2,24.4,86.1,0.4,2.36,clay,1187,0,1484.1
2015,Coast,Sorghum,1076.8,25.8,65.0,3.87,1.05,loam,595,0,845.3
2001,Coast,Wheat,761.3,28.8,65.6,0.0,1.92,sandy,88,0,255.7
2023,Eastern,Sorghum,428.0,26.5,44.5,2.53,0.68,clay,1008,1,1556.5
2010,Coast,Wheat,976.6,29.1,70.2,4.18,0.5,loam,496,0,685.2
2020,Coast,Maize,1087.4,29.6,0.0,2.97,1.57,sandy,113,0,431.8
2017,North Eastern,Wheat,199.7,25.6,66.9,3.43,2.34,clay,499,0,516.8
2018,Rift Valley,Beans,978.1,16.3,60.9,4.25,1.15,volcanic,2186,1,1314.5
2009,Western,Maize,1091.9,19.4,40.4,0.8,1.29,loam,1440,0,1412.7
2004,Nyanza,Tea,1591.4,24.7,74.2,4.31,1.84,clay,1517,0,5017.5
2002,Nyanza,Sorghum,662.5,21.0,37.7,4.9,2.16,loam,1719,0,1113.5
2013,Coast,Sorghum,908.6,29.1,49.8,3.21,1.03,loam,433,0,698.5
2021,Central,Coffee,1398.8,17.1,30.7,2.23,0.4,volcanic,1633,1,1232.2
2017,Central,Wheat,1300.0,14.2,47.4,0.0,2.09,loam,2079,1,2544.2
2017,Western,Maize,1405.0,23.5,28.8,1.81,2.78,clay,1347,1,1507.7
2006,Eastern,Wheat,696.7,27.8,33.1,1.55,0.78,clay,617,0,651.9
2011,Central,Sorghum,1071.8,18.3,60.5,3.4,4.19,volcanic,2371,1,847.6
2002,Nyanza,Wheat,1766.7,23.1,2.4,0.0,1.51,clay,1229,0,729.4
2006,Nyanza,Wheat,1288.8,20.3,25.7,3.28,1.69,loam,1481,0,1721.1
2009,Nyanza,Beans,1615.5,23.6,53.3,3.51,0.71,clay,1335,0,555.2
2012,Nyanza,Beans,1407.9,23.1,52.8,1.44,1.0,clay,1418,1,603.0
2009,Coast,Sorghum,1088.1,25.3,49.3,2.45,0.44,sandy,414,1,628.3
2001,Eastern,Beans,673.4,20.1,43.1,3.96,0.32,sandy,703,0,417.6
2018,Nyanza,Beans,1594.1,21.6,13.4,2.07,3.9,loam,1187,1,822.8
2000,North Eastern,Wheat,348.5,30.0,22.7,1.35,0.94,sandy,163,0,148.7
2001,Central,Maize,1329.1,18.4,57.8,3.13,1.47,loam,1690,1,1947.5
2014,Eastern,Wheat,535.0,24.6,30.8,1.99,1.44,clay,798,0,802.2
2023,Eastern,Beans,457.9,21.9,59.6,0.44,4.16,clay,1435,0,530.4
2020,Coast,Coffee,1033.3,25.9,63.3,2.28,1.38,loam,514,0,324.3
2016,Western,Tea,1450.2,24.5,41.9,5.09,1.8,clay,1926,0,4931.4
2004,Western,Maize,1994.5,24.0,57.4,1.82,0.72,loam,1391,0,1509.8
2023,Central,Tea,1085.6,18.6,16.4,1.57,0.39,loam,1608,1,10491.3
2012,Western,Sorghum,1494.6,24.1,42.4,1.37,3.03,loam,1682,0,491.3
2020,Rift Valley,Tea,796.5,19.4,39.7,4.28,7.92,volcanic,1810,1,11381.5
2014,Coast,Maize,663.7,24.6,61.1,0.0,1.6,loam,586,0,1208.9
2013,Western,Sorghum,1793.5,23.7,51.5,1.75,2.23,loam,1651,0,291.4
2012,Western,Coffee,1473.3,22.5,69.7,0.0,1.16,clay,1982,1,655.6
2011,Western,Beans,1834.6,24.4,25.1,3.39,0.97,clay,1355,0,367.4
2015,Central,Maize,1083.9,15.8,38.1,2.14,2.95,volcanic,1833,1,1667.0
2006,Central,Coffee,1511.3,18.9,0.0,4.87,2.35,loam,2096,1,1385.0
2019,Western,Beans,2200.9,21.9,44.0,4.08,2.93,clay,1865,1,451.6
2010,North Eastern,Sorghum,221.7,29.4,43.6,1.28,0.48,clay,480,0,957.3
2015,Nyanza,Sorghum,1634.9,22.1,48.2,3.33,1.84,clay,1245,0,319.3
2015,Rift Valley,Tea,970.0,20.8,28.4,1.81,2.35,loam,1561,1,8583.8
2004,Central,Sorghum,1173.9,17.9,31.3,3.2,1.99,loam,2842,1,613.6
2009,Western,Tea,1829.6,18.9,20.2,3.91,0.68,clay,1906,0,6021.5
2014,North Eastern,Coffee,409.0,33.9,72.8,3.61,1.42,sandy,423,0,100.0
2011,Nyanza,Sorghum,1316.7,25.6,48.4,4.47,1.16,loam,1252,0,996.3
2020,North Eastern,Maize,222.3,30.5,29.1,2.09,4.36,sandy,423,0,292.7
2019,North Eastern,Coffee,312.7,24.9,60.6,3.21,1.61,sandy,557,0,132.7
2007,North Eastern,Beans,222.5,32.7,34.1,4.37,0.84,clay,262,0,139.7
2011,Coast,Coffee,1479.5,29.5,40.2,2.14,1.42,sandy,422,0,141.6
2015,Western,Tea,1610.0,19.7,24.7,0.0,0.71,clay,1298,0,5176.1
2022,Nyanza,Beans,1066.3,20.7,65.5,0.8,1.93,loam,1317,0,821.2
2006,Central,Coffee,1145.7,13.3,38.7,2.38,3.12,loam,2485,1,895.6
2012,North Eastern,Wheat,421.6,32.7,52.8,3.03,0.85,sandy,155,0,211.0
2002,Coast,Coffee,856.4,29.0,72.4,1.72,0.53,sandy,98,0,187.2
2008,Coast,Beans,805.6,24.2,35.6,0.47,1.56,loam,345,0,386.9
2001,Western,Tea,2037.7,21.9,45.1,1.55,1.83,loam,1920,0,5964.4
2012,Western,Beans,1478.3,22.0,41.3,1.41,0.71,clay,1793,0,599.3
2014,Eastern,Maize,701.4,19.5,45.5,2.1,1.26,sandy,690,0,778.6
2018,Nyanza,Wheat,1606.7,21.6,34.5,2.48,1.5,clay,1595,0,1046.2
2000,North Eastern,Coffee,345.6,28.6,24.0,4.03,0.55,sandy,386,0,100.0
2002,Eastern,Tea,822.5,28.0,58.2,3.69,2.2,sandy,1417,1,1305.5
2011,Coast,Coffee,1327.3,27.1,37.0,0.35,0.93,sandy,576,0,178.0
2021,Coast,Maize,1473.8,29.5,30.6,3.31,0.98,sandy,432,1,479.0
2014,Coast,Maize,1327.1,30.1,21.2,4.9,0.49,loam,435,1,858.3
2006,Western,Coffee,1495.8,21.9,47.9,2.9,3.32,clay,1577,0,494.7
2006,Nyanza,Wheat,1434.3,23.0,18.2,4.16,1.66,clay,1280,0,1127.4
2022,North Eastern,Coffee,393.5,30.9,54.6,4.59,1.37,sandy,232,0,100.0
2005,Coast,Beans,745.0,27.4,41.3,3.15,1.06,loam,143,0,364.0
2013,Central,Sorghum,761.6,14.2,53.6,2.52,2.06,loam,2557,1,510.0
2021,Nyanza,Coffee,1727.9,24.9,48.3,2.58,2.14,clay,1721,0,549.7
2010,Coast,Coffee,410.6,25.0,40.0,1.68,5.44,loam,464,0,419.3
2012,Rift Valley,Beans,991.0,18.8,25.8,3.48,2.43,volcanic,2371,1,1012.3
2023,Nyanza,Sorghum,1457.9,26.4,8.7,1.6,2.4,loam,1484,0,543.7
2001,Central,Wheat,1709.2,20.4,29.5,0.32,1.02,volcanic,1546,1,2057.9
2000,Central,Coffee,1313.6,14.9,67.3,4.96,12.26,loam,2838,1,1095.0
2016,Western,Beans,1567.0,22.1,10.0,1.33,3.48,clay,1212,0,496.1
2018,North Eastern,Wheat,343.6,34.0,61.2,3.21,1.36,clay,578,0,282.8
2015,Central,Coffee,1434.6,17.7,37.9,3.17,0.45,volcanic,1776,1,1251.7
2023,Nyanza,Wheat,1442.9,24.7,53.9,3.37,0.77,loam,1754,0,1024.1
2009,Nyanza,Beans,1584.0,25.3,11.6,5.13,0.23,loam,1491,1,623.0
2001,Nyanza,Sorghum,1539.0,22.3,34.5,0.66,2.01,clay,1526,0,366.6
2019,Coast,Tea,1070.2,30.1,23.3,4.64,1.27,loam,598,1,1101.7
2006,Central,Wheat,1498.6,16.7,52.4,4.68,2.78,volcanic,2100,1,3113.5
2011,Eastern,Maize,720.2,22.0,35.9,4.18,3.55,clay,1325,1,1379.7
2000,Western,Sorghum,1324.2,23.6,43.7,1.87,0.36,loam,1986,0,723.0
2022,Central,Wheat,1340.7,16.8,34.5,1.96,1.29,loam,2257,1,2567.0
2008,Nyanza,Maize,1470.2,25.3,52.5,2.25,3.48,loam,1774,0,1201.6
2006,Rift Valley,Wheat,742.7,19.7,4.9,3.18,0.73,loam,2400,1,2838.0
2000,Western,Beans,1444.0,21.4,60.5,3.86,0.67,clay,1753,0,630.9
2013,Eastern,Maize,596.1,23.8,52.5,2.17,1.09,clay,1066,1,1503.8
2006,Nyanza,Beans,1690.1,21.6,46.2,3.32,0.74,clay,1487,0,565.8
2012,Eastern,Beans,715.7,22.9,65.2,1.7,0.66,sandy,1032,0,344.1
2006,Coast,Coffee,696.2,24.5,31.1,1.74,1.95,loam,239,0,379.7
2021,Central,Tea,1133.3,18.8,57.6,1.08,1.19,volcanic,1744,1,13604.7
2018,North Eastern,Wheat,220.7,34.6,26.0,0.71,1.17,clay,305,0,228.0
2012,Eastern,Wheat,498.8,30.9,47.5,3.05,1.74,sandy,599,0,379.8
2009,North Eastern,Tea,324.5,36.2,52.1,3.21,1.96,sandy,317,0,167.8
2004,Central,Coffee,1037.9,18.7,38.6,2.54,1.19,volcanic,2994,1,1691.3
2012,Rift Valley,Maize,903.0,17.1,52.9,2.53,0.27,volcanic,1608,1,2595.7
2004,Coast,Maize,540.2,28.5,63.0,0.14,1.8,loam,583,0,937.2
2003,North Eastern,Beans,216.0,29.9,39.3,1.71,0.66,sandy,215,0,107.2
2004,Western,Wheat,2073.9,21.7,44.0,2.4,0.76,clay,1409,0,698.5
2001,North Eastern,Beans,209.8,25.8,35.6,2.31,1.45,clay,536,0,219.9
2023,North Eastern,Coffee,113.8,29.3,82.9,0.18,0.34,clay,227,0,100.0
2014,Rift Valley,Coffee,902.5,24.7,6.6,4.09,1.2,volcanic,2370,1,1071.0
2017,Rift Valley,Wheat,943.1,18.3,31.2,0.83,2.7,loam,2479,1,3327.1
2021,Nyanza,Wheat,1473.9,21.6,34.4,0.8,3.25,loam,1105,0,1371.1
2013,Central,Tea,1213.8,11.4,34.7,3.17,1.73,loam,2382,1,9690.4
2004,Coast,Maize,1187.8,30.7,27.2,4.17,1.64,sandy,85,0,448.7
2016,North Eastern,Coffee,281.5,35.0,46.5,2.17,2.41,clay,175,0,100.0
2011,North Eastern,Beans,270.8,30.4,24.8,2.82,3.94,clay,363,0,136.0
2022,Western,Coffee,1726.5,20.5,83.3,4.29,1.57,loam,1639,0,1056.9
2020,Rift Valley,Tea,875.0,19.0,44.4,1.83,1.17,loam,1933,1,10091.8
2012,Central,Coffee,1115.2,15.5,54.7,0.19,2.0,loam,2120,1,1073.9
2002,Eastern,Wheat,471.4,19.9,24.3,5.42,2.26,sandy,889,0,902.5
2008,Eastern,Tea,674.4,22.1,45.8,1.95,1.19,clay,1137,0,1479.0
2006,Central,Wheat,1535.5,15.9,51.4,4.94,1.04,volcanic,2604,1,3338.9
2009,North Eastern,Wheat,334.7,25.9,64.2,2.89,1.04,sandy,297,0,341.9
2023,Coast,Maize,1535.4,28.0,35.5,1.11,10.54,loam,87,0,657.1
2015,Western,Coffee,1685.9,21.9,40.7,1.36,1.15,loam,1897,0,642.1
2012,Western,Tea,1586.4,19.4,57.4,3.62,0.84,loam,1367,0,9109.8
2015,Eastern,Wheat,525.7,25.3,22.3,2.7,1.03,clay,1167,0,638.4
2022,Eastern,Beans,418.1,21.5,35.5,2.92,1.21,clay,1323,0,517.2
2020,Coast,Coffee,1008.8,29.0,20.4,0.39,1.46,loam,387,0,224.0
2003,Eastern,Sorghum,593.8,24.8,45.8,2.67,2.48,clay,562,0,1261.0
2017,North Eastern,Wheat,218.8,24.6,44.8,2.12,0.62,sandy,172,1,332.2
2003,Western,Coffee,1046.4,23.6,56.6,3.77,1.67,clay,1808,1,624.0
2002,Nyanza,Coffee,1381.2,23.5,41.7,3.7,2.58,clay,1277,0,568.2
2012,Coast,Sorghum,882.5,24.2,49.8,0.8,0.69,sandy,530,0,457.1
2018,Eastern,Wheat,356.9,19.8,28.3,4.06,0.47,sandy,1198,0,547.5
2004,Nyanza,Sorghum,1646.8,21.1,53.9,4.16,2.47,loam,1209,0,431.7
2003,Nyanza,Sorghum,1291.5,23.4,0.0,1.83,2.3,loam,1107,1,794.2
2000,Coast,Beans,1037.6,27.1,42.4,3.31,1.4,loam,281,1,504.0
2020,Coast,Coffee,1135.4,25.7,64.7,3.46,4.02,loam,194,0,378.8
2006,North Eastern,Sorghum,340.2,30.1,40.0,1.66,1.63,clay,203,0,895.6
2011,North Eastern,Maize,282.6,34.6,75.7,2.61,7.62,sandy,294,0,229.3
2022,Coast,Wheat,528.3,27.4,47.8,2.61,0.56,sandy,183,0,323.1
2021,Western,Beans,1474.0,21.8,47.0,1.77,0.84,loam,1626,0,704.7
2021,Western,Coffee,1830.8,22.9,31.7,2.3,1.08,clay,1735,0,476.1
2003,Rift Valley,Tea,629.8,16.4,49.6,3.32,1.98,volcanic,2621,1,13429.0
2005,North Eastern,Beans,298.7,36.4,23.3,2.1,2.87,sandy,579,1,105.7
2012,Coast,Tea,856.3,26.3,53.9,1.91,2.83,loam,353,0,1435.9
2002,North Eastern,Tea,299.5,30.8,9.5,1.7,1.18,sandy,323,0,164.9
2012,Eastern,Sorghum,836.8,27.5,67.0,2.54,1.69,clay,731,0,1227.0
2018,Central,Tea,1121.8,20.0,26.8,4.49,2.39,loam,1974,1,9511.0
2000,Central,Maize,1247.1,17.1,71.2,3.49,0.83,volcanic,1814,1,2143.6
2012,Eastern,Tea,447.0,27.5,61.4,0.57,0.63,sandy,1372,0,1062.9
2001,Central,Sorghum,1091.9,15.4,32.0,1.83,2.07,volcanic,1862,1,453.3
2001,North Eastern,Beans,219.3,30.5,46.8,5.31,2.63,sandy,320,0,115.8
2011,Nyanza,Coffee,1561.4,21.1,23.1,2.59,1.52,loam,1248,0,632.1
2010,Eastern,Maize,601.4,27.7,24.4,1.52,1.09,sandy,1490,1,497.9
2005,Coast,Sorghum,1140.0,31.0,21.0,5.12,2.59,sandy,275,0,295.2
2022,North Eastern,Coffee,193.0,26.7,53.6,0.78,2.15,sandy,455,0,100.0
2021,Rift Valley,Wheat,750.7,19.8,51.3,3.99,1.23,loam,2687,1,3964.9
2001,Central,Sorghum,1086.7,18.7,44.2,1.02,1.34,volcanic,2035,1,779.6
2018,North Eastern,Beans,337.6,31.6,27.9,3.14,0.82,sandy,519,1,117.0
2021,Coast,Beans,1041.6,25.8,22.6,2.65,2.92,loam,135,0,367.9
2014,Rift Valley,Wheat,663.6,21.0,26.0,2.69,1.03,volcanic,2431,1,3086.7
2020,Rift Valley,Coffee,632.8,20.4,65.8,6.38,0.58,loam,2569,1,1532.6
2006,Coast,Sorghum,1408.2,25.4,0.0,2.78,4.76,loam,502,0,531.1
2019,Rift Valley,Maize,1330.1,17.0,61.7,1.42,0.73,loam,2717,1,1723.4
2002,Western,Beans,1314.2,22.2,44.7,1.42,0.89,clay,1782,0,625.9
2018,Central,Coffee,1420.7,16.2,38.7,3.22,2.88,volcanic,1961,1,1243.6
2013,Western,Beans,1907.7,25.4,51.3,1.18,5.42,loam,1776,0,411.6
2003,Western,Sorghum,1394.5,19.6,28.6,2.31,0.64,clay,1462,0,349.1
2000,Eastern,Coffee,543.0,21.6,10.3,0.0,1.23,clay,780,0,339.2
2001,Nyanza,Wheat,1692.7,23.0,53.7,0.0,1.85,clay,1209,0,850.3
2017,Nyanza,Beans,1363.8,22.3,36.4,1.43,1.05,clay,1610,1,836.6
